"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2006","2006",102.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2007","2007",104.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2008","2008",106.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2009","2009",108.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2010","2010",110.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2011","2011",112.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2012","2012",115.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2013","2013",116.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","BEL","Belgium","2014","2014",117.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2000","2000",88.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2001","2001",89.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2002","2002",90.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2003","2003",93.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2004","2004",96.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2006","2006",102.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2007","2007",106,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2008","2008",110.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2009","2009",107.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2010","2010",110.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2011","2011",114.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2012","2012",116.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2013","2013",117.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CAN","Canada","2014","2014",119.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2000","2000",88.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2001","2001",92.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2002","2002",95,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2003","2003",96,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2004","2004",99.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2006","2006",100.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2007","2007",104.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2008","2008",106.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2009","2009",109.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2010","2010",107.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2011","2011",107.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2012","2012",108.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2013","2013",109.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","CZE","Czech Republic","2014","2014",113.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2000","2000",89.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2001","2001",91.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2002","2002",93.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2003","2003",95.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2004","2004",97.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2006","2006",102.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2007","2007",104.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2008","2008",109,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2009","2009",109.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2010","2010",113.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2011","2011",114,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2012","2012",116.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2013","2013",118.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DNK","Denmark","2014","2014",119.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2000","2000",94.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2001","2001",97.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2002","2002",98.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2003","2003",98.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2004","2004",99.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2006","2006",100.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2007","2007",103.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2008","2008",106.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2009","2009",108.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2010","2010",109.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2011","2011",112.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2012","2012",115.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2013","2013",118.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FIN","Finland","2014","2014",119.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2000","2000",91,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2001","2001",92.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2002","2002",94.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2003","2003",96.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2004","2004",98.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2006","2006",102.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2007","2007",104.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2008","2008",107.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2009","2009",107.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2010","2010",108.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2011","2011",109.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2012","2012",110.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2013","2013",111.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","FRA","France","2014","2014",112.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2000","2000",94.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2001","2001",95.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2002","2002",97.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2003","2003",98.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2004","2004",99.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2006","2006",100.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2007","2007",102,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2008","2008",102.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2009","2009",104.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2010","2010",105.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2011","2011",106.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2012","2012",108.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2013","2013",110.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","DEU","Germany","2014","2014",112.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2000","2000",86,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2001","2001",88.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2002","2002",92,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2003","2003",94.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2004","2004",97.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2006","2006",103.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2007","2007",106.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2008","2008",111.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2009","2009",114.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2010","2010",115.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2011","2011",116.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2012","2012",116.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2013","2013",113.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","GRC","Greece","2014","2014",110.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2000","2000",73.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2001","2001",81.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2002","2002",88.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2003","2003",93,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2004","2004",97.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2006","2006",103.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2007","2007",109.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2008","2008",114.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2009","2009",119,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2010","2010",121.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2011","2011",124.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2012","2012",128.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2013","2013",132.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","HUN","Hungary","2014","2014",136.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2000","2000",81.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2001","2001",88.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2002","2002",93.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2003","2003",94.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2004","2004",96.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2006","2006",108.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2007","2007",113.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2008","2008",126.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2009","2009",136.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2010","2010",144.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2011","2011",147.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2012","2012",152.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2013","2013",155.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ISL","Iceland","2014","2014",161.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2000","2000",80.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2001","2001",86.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2002","2002",90.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2003","2003",94.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2004","2004",97.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2006","2006",103,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2007","2007",105.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2008","2008",102.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2009","2009",98.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2010","2010",96.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2011","2011",97.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2012","2012",99.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2013","2013",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","IRL","Ireland","2014","2014",101.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2000","2000",87.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2001","2001",89.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2002","2002",92.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2003","2003",95.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2004","2004",98.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2006","2006",101.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2007","2007",104.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2008","2008",107,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2009","2009",109.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2010","2010",109.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2011","2011",111,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2012","2012",112.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2013","2013",114.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","ITA","Italy","2014","2014",115,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2000","2000",107.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2001","2001",106.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2002","2002",104.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2003","2003",102.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2004","2004",101.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2006","2006",98.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2007","2007",98,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2008","2008",96.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2009","2009",96.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2010","2010",94.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2011","2011",92.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2012","2012",91.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2013","2013",91,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","JPN","Japan","2014","2014",92.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2000","2000",87,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2001","2001",90.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2002","2002",93,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2003","2003",96.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2004","2004",99,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2006","2006",99.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2007","2007",102.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2008","2008",105.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2009","2009",109,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2010","2010",112.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2011","2011",114.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2012","2012",115.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2013","2013",116.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","KOR","Korea","2014","2014",117.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2000","2000",90.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2001","2001",90,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2002","2002",91.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2003","2003",94.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2004","2004",96.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2005","2005",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2006","2006",106.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2007","2007",108.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2008","2008",112.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2009","2009",114.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2010","2010",118.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2011","2011",124.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2012","2012",128.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2013","2013",130.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","LUX","Luxembourg","2014","2014",131.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2005=100)","MEX","Mexico","2000","2000",71.4,,
