"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2000","2000",2364,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2001","2001",2419,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2002","2002",2465,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2003","2003",2511,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2004","2004",2560,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2005","2005",2612,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2006","2006",2664,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2007","2007",2737,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2008","2008",2806,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2009","2009",2891,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2010","2010",2987,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2011","2011",3088,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2012","2012",3217,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2013","2013",3338,"B","Break"
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2014","2014",3450,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2000","2000",558,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2001","2001",591,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2002","2002",618,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2003","2003",642,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2004","2004",666,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2005","2005",694,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2006","2006",720,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2007","2007",748,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2008","2008",774,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2009","2009",797,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2010","2010",824,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2011","2011",848,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2012","2012",866,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2013","2013",886,"B","Break"
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","AUS","Australia","2014","2014",903,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2000","2000",8901.7,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2001","2001",9015,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2002","2002",9190.3,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2003","2003",9396.5,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2004","2004",9558.4,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2005","2005",9880.6,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2006","2006",10124.2,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2007","2007",10434.3,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2008","2008",10731.2,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2009","2009",10805.6,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2010","2010",11022.2,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2011","2011",11215,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2012","2012",11347.2,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2013","2013",11465.3,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","AUS","Australia","2014","2014",11585.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2000","2000",1324,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2001","2001",1350,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2002","2002",1371,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2003","2003",1393,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2004","2004",1415,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2005","2005",1441,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2006","2006",1464,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2007","2007",1499,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2008","2008",1531,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2009","2009",1573,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2010","2010",1620,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2011","2011",1668,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2012","2012",1731,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2013","2013",1790,"B","Break"
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","AUS","Australia","2014","2014",1846,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2000","2000",363,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2001","2001",382,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2002","2002",397,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2003","2003",411,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2004","2004",423,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2005","2005",440,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2006","2006",452,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2007","2007",467,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2008","2008",480,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2009","2009",492,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2010","2010",506,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2011","2011",518,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2012","2012",526,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2013","2013",535,"B","Break"
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","AUS","Australia","2014","2014",543,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2000","2000",1041,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2001","2001",1069,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2002","2002",1094,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2003","2003",1119,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2004","2004",1144,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2005","2005",1172,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2006","2006",1199,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2007","2007",1237,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2008","2008",1274,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2009","2009",1318,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2010","2010",1367,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2011","2011",1419,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2012","2012",1486,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2013","2013",1547,"B","Break"
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2014","2014",1604,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2000","2000",195,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2001","2001",208,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2002","2002",221,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2003","2003",231,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2004","2004",242,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2005","2005",255,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2006","2006",267,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2007","2007",281,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2008","2008",293,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2009","2009",305,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2010","2010",318,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2011","2011",330,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2012","2012",340,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2013","2013",350,"B","Break"
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","AUS","Australia","2014","2014",360,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2000","2000",251,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2001","2001",248,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2002","2002",250,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2003","2003",251,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2004","2004",252,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2005","2005",266,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2006","2006",274,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2007","2007",293,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2008","2008",298,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2009","2009",301,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2010","2010",301,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2011","2011",303,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","AUS","Australia","2012","2012",310,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2000","2000",101.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2001","2001",101.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2002","2002",101.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2003","2003",101.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2004","2004",101.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2005","2005",101.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2006","2006",101.3,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2007","2007",101.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2008","2008",101,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2009","2009",100.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2010","2010",100.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2011","2011",100.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2012","2012",100.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2013","2013",100.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","AUS","Australia","2014","2014",100.9,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2000","2000",98.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2001","2001",98.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2002","2002",98.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2003","2003",98.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2004","2004",98.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2005","2005",98.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2006","2006",98.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2007","2007",98.9,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2008","2008",99,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2009","2009",99.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2010","2010",99.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2011","2011",99.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2012","2012",99.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2013","2013",99.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","AUS","Australia","2014","2014",99.1,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2000","2000",13.2,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2001","2001",12.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2002","2002",12.8,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2003","2003",12.7,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2004","2004",12.6,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2005","2005",13.2,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2006","2006",13.4,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2007","2007",14.1,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2008","2008",14,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2009","2009",13.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2010","2010",13.7,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2011","2011",13.6,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","AUS","Australia","2012","2012",13.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2000","2000",50.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2001","2001",50.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2002","2002",50.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2003","2003",50.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2004","2004",50.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2005","2005",50.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2006","2006",50.3,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2007","2007",50.3,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2008","2008",50.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2009","2009",50.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2010","2010",50.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2011","2011",50.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2012","2012",50.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2013","2013",50.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2014","2014",50.2,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2000","2000",49.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2001","2001",49.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2002","2002",49.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2003","2003",49.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2004","2004",49.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2005","2005",49.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2006","2006",49.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2007","2007",49.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2008","2008",49.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2009","2009",49.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2010","2010",49.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2011","2011",49.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2012","2012",49.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2013","2013",49.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","AUS","Australia","2014","2014",49.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUS","Australia","2000","2000",12.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUS","Australia","2001","2001",12.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUS","Australia","2002","2002",12.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUS","Australia","2003","2003",12.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","AUS","Australia","2004","2004",12.8,,
