"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2000","2000",65102,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2005","2005",68887,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2006","2006",69507,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2007","2007",69880,"B","Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2008","2008",68811,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2009","2009",68321,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2010","2010",69449,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2011","2011",69861,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2012","2012",70660,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","CZE","Czech Republic","2013","2013",72068,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2000","2000",46066,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2001","2001",46322,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2002","2002",46065,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2003","2003",44036,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2004","2004",44277,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2005","2005",44280,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2006","2006",45008,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2007","2007",46222,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2008","2008",46033,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2009","2009",46476,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2010","2010",46889,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DNK","Denmark","2011","2011",45460,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2000","2000",34165,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2001","2001",36140,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2002","2002",38315,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2003","2003",39203,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2004","2004",40795,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2005","2005",42883,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2006","2006",48447,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2007","2007",51487,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2008","2008",53884,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2009","2009",55963,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2010","2010",58342,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2011","2011",60486,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2012","2012",60437,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FIN","Finland","2013","2013",61575,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2000","2000",449218,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2001","2001",449162,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2002","2002",454435,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2003","2003",462449,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2004","2004",472596,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2005","2005",483946,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2006","2006",494697,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2007","2007",501170,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2008","2008",516971,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2009","2009",543402,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2010","2010",584673,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2011","2011",610962,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2012","2012",623469,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","FRA","France","2013","2013",634523,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DEU","Germany","2001","2001",674292,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DEU","Germany","2003","2003",713195,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DEU","Germany","2005","2005",757186,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DEU","Germany","2007","2007",799059,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DEU","Germany","2009","2009",845007,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DEU","Germany","2011","2011",875549,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","DEU","Germany","2013","2013",902882,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","GRC","Greece","2000","2000",2490,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2000","2000",65990,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2001","2001",67741,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2002","2002",69879,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2003","2003",71727,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2004","2004",73535,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2005","2005",75887,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2006","2006",76654,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2007","2007",80349,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2008","2008",80904,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2009","2009",82371,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2010","2010",82551,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2011","2011",82788,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2012","2012",82885,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","HUN","Hungary","2013","2013",83216,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2000","2000",1653,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2001","2001",1666,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2002","2002",1790,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2003","2003",1894,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2004","2004",2007,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2005","2005",2046,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2006","2006",2138,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2007","2007",2586,"E; B","Estimated value; Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2008","2008",2723,"E","Estimated value"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2009","2009",2724,"E","Estimated value"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ISL","Iceland","2010","2010",2600,"E","Estimated value"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2000","2000",16078,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2001","2001",16894,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2002","2002",17625,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2003","2003",18809,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2004","2004",19285,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2005","2005",19519,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2006","2006",21440,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2007","2007",22533,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2008","2008",22991,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2009","2009",28758,"B","Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2010","2010",26087,"B","Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2011","2011",27705,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2012","2012",28452,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2013","2013",27827,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","IRL","Ireland","2014","2014",28705,"B","Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2000","2000",125868,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2001","2001",134107,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2002","2002",147328,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2003","2003",154585,"B","Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2004","2004",160120,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2005","2005",169827,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2006","2006",180626,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2007","2007",188466,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2008","2008",191430,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2009","2009",201180,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2010","2010",212875,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2011","2011",220711,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ITA","Italy","2012","2012",224136,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2000","2000",532448,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2001","2001",558819,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2002","2002",585834,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2003","2003",615593,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2004","2004",646260,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2005","2005",681095,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2006","2006",708698,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2007","2007",726701,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2008","2008",741755,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2009","2009",729928,"B","Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2010","2010",709955,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2011","2011",745725,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2012","2012",771064,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","JPN","Japan","2013","2013",777660,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2000","2000",9638,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2001","2001",12348,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2002","2002",13308,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2003","2003",16852,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2004","2004",22882,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2005","2005",29963,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2006","2006",40589,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2007","2007",51310,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2008","2008",70215,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2009","2009",90775,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2010","2010",118867,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2011","2011",125305,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2012","2012",133629,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","KOR","Korea","2013","2013",139939,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2001","2001",2554,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2002","2002",2709,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2003","2003",2943,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2004","2004",3053,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2005","2005",3169,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2006","2006",3093,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2007","2007",3284,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2008","2008",3389,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2009","2009",3589,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2010","2010",3881,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2011","2011",3931,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","LUX","Luxembourg","2012","2012",4150,"E","Estimated value"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2000","2000",168847,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2001","2001",169495,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2002","2002",168833,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2003","2003",169863,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2004","2004",170775,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2005","2005",170475,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2006","2006",170076,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2007","2007",169400,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2008","2008",169290,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2009","2009",171460,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2010","2010",172220,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2011","2011",172270,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NLD","Netherlands","2012","2012",177966,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NZL","New Zealand","2009","2009",33035,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NZL","New Zealand","2010","2010",34873,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NZL","New Zealand","2011","2011",36273,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NZL","New Zealand","2012","2012",36109,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NZL","New Zealand","2013","2013",36876,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NZL","New Zealand","2014","2014",37398,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2002","2002",42319,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2003","2003",41718,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2004","2004",41402,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2005","2005",41027,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2006","2006",41078,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2007","2007",41217,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2008","2008",41334,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2009","2009",41071,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2010","2010",41307,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2011","2011",41280,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","NOR","Norway","2012","2012",41732,"E","Estimated value"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2003","2003",86020,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2004","2004",87218,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2005","2005",88770,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2006","2006",88429,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2007","2007",88298,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2008","2008",88250,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2009","2009",88217,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2010","2010",89678,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2011","2011",92089,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2012","2012",94204,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","POL","Poland","2013","2013",98292,"B","Break"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2004","2004",29546,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2005","2005",29312,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2006","2006",30182,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2007","2007",30567,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2008","2008",30548,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2009","2009",31780,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2010","2010",32848,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2011","2011",32808,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2012","2012",35647,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","SVK","Slovak Republic","2013","2013",39004,,
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ESP","Spain","2002","2002",62169,"D","Difference in methodology"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ESP","Spain","2003","2003",70449,"D","Difference in methodology"
"BLTCLTCN","Beds in residential long-term care facilities","NOMBRENB","Number","ESP","Spain","2004","2004",138354,"D","Difference in methodology"
